Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
Z Software Asset Management,8.3,Z Software Asset Management,green,substring,"Substring match: found 'z software asset management' in 'ibm z software asset management', version='8.3.x'"
Uninterruptible Power Supply,nan,Uninterruptible Power Supply,blue,no_match,Empty or null version
Sterling Transformation Extender,11.0.1,IBM Sterling Transformation Extender,green,substring,"Substring match: found 'ibm sterling transformation extender' in 'ibm sterling transformation extender', version='11.0.x'"
zSingle Next,nan,zSingle Next,blue,no_match,Empty or null version
Cloud Pak for AIOps,4.11.1,Cloud Pak for AIOps,green,wildcard,Wildcard match: version '4.11.1' matches pattern '4.x' in 'ibm cloud pak for aiops'
Backup and Restore Manager z/VM,1.3.0,Backup and Restore Manager z/VM,blue,no_match,"No match found for product 'Backup and Restore Manager z/VM' (mapped from 'Backup and Restore Manager z/VM'), version '1.3.0'"
XL C/C++,"Open XL C/C++ for AIX, V17.1",XL C/C++,blue,no_match,"No match found for product 'XL C/C++' (mapped from 'XL C/C++'), version 'open xl c/c++ for aix, v17.1'"
XL Fortran,"Open XL Fortran for AIX, V17.1",XL Fortran,blue,no_match,"No match found for product 'XL Fortran' (mapped from 'XL Fortran'), version 'open xl fortran for aix, v17.1'"
Unknown Product,nan,Unknown Product,blue,no_match,Empty or null version
Sterling File Gateway,6.2.1,IBM Sterling File Gateway,green,substring,"Substring match: found 'ibm sterling file gateway' in 'ibm sterling file gateway', version='6.2.x'"
Storage Protect,8.1.25.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Content Navigator and Content Navigator Mobile App,3.0.14,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.0.14'"
webMethods Integration,11.1,webMethods Integration,green,substring,"Substring match: found 'webmethods integration' in 'ibm webmethods integration', version='11.1.x'"
Cognos Analytics,12.0.1,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='12.0.x'"
SAN Volume Controller,8.6,SAN Volume Controller,blue,no_match,"No match found for product 'SAN Volume Controller' (mapped from 'SAN Volume Controller'), version '8.6'"
Unity EdgeConnect Appliances,nan,Unity EdgeConnect Appliances,blue,no_match,Empty or null version
Storage Protect,8.2.1,Storage Protect,green,major.minor,Major.minor match: '8.2.1' matches '8.2.0' in 'ibm storage protect'
Storage Protect,8.1.21.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Safer Payments,6.8.0,Safer Payments,green,substring,"Substring match: found 'safer payments' in 'ibm safer payments', version='6.8.x'"
Sterling Gentran Server,Gentran Server for Windows - 5.3.1,Sterling Gentran Server,blue,no_match,"No match found for product 'Sterling Gentran Server' (mapped from 'Sterling Gentran Server'), version 'gentran server for windows - 5.3.1'"
Debug for z/OS,17.0.x,Debug for z/OS,green,substring,"Substring match: found 'debug for z/os' in 'ibm debug for z/os', version='17.0.x'"
Cognos Controller,11.0.0,Cognos Controller,green,substring,"Substring match: found 'cognos controller' in 'ibm cognos controller', version='11.0.x'"
Integrated Analytics Systems,1.0.28.2,Integrated Analytics Systems,blue,no_match,"No match found for product 'Integrated Analytics Systems' (mapped from 'Integrated Analytics Systems'), version '1.0.28.2'"
Cloud Object Storage,3.19.0.49,Cloud Object Storage,blue,no_match,"No match found for product 'Cloud Object Storage' (mapped from 'Cloud Object Storage'), version '3.19.0.49'"
FileNet Content Manager,5.7.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.7.x'"
Planning Analytics Local,2.1.18,Planning Analytics Local,green,substring,"Substring match: found 'planning analytics local' in 'ibm planning analytics local', version='2.1.x'"
QRadar SIEM SaaS,7.5.0.15,QRadar SIEM SaaS,blue,no_match,"No match found for product 'QRadar SIEM SaaS' (mapped from 'QRadar SIEM SaaS'), version '7.5.0.15'"
Storage Protect,8.1.23.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
VM Lifecycle Manager,nan,VM Lifecycle Manager,blue,no_match,Empty or null version
US Postal Service Kiosk,nan,US Postal Service Kiosk,blue,no_match,Empty or null version
Sterling B2B Integration SaaS Essentials and Standard,nan,Sterling B2B Integration SaaS Essentials and Standard,blue,no_match,Empty or null version
StreamSets,5.3,StreamSets,blue,no_match,"No match found for product 'StreamSets' (mapped from 'StreamSets'), version '5.3'"
Cognos Analytics,nan,IBM Cognos Analytics,blue,no_match,Empty or null version
IMS,15.4 (EOS 31 August 2027),IMS,blue,no_match,"No match found for product 'IMS' (mapped from 'IMS'), version '15.4'"
Content Navigator and Content Navigator Mobile App,3.0.11,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.0.11'"
Terraform Self-Managed,1.2.0,Terraform Self-Managed,blue,no_match,"No match found for product 'Terraform Self-Managed' (mapped from 'Terraform Self-Managed'), version '1.2.0'"
z/VM,7.3.0,z/VM,green,exact,"Exact match: product='z/vm', version='7.3.x'"
System Storage Device Enclosure,nan,System Storage Device Enclosure,blue,no_match,Empty or null version
Spectrum Virtualize for FlashSystem 7000 ,8.5,Spectrum Virtualize for FlashSystem 7000 ,blue,no_match,"No match found for product 'Spectrum Virtualize for FlashSystem 7000 ' (mapped from 'Spectrum Virtualize for FlashSystem 7000 '), version '8.5'"
Copy Services Manager,6.3.15.0,Copy Services Manager,green,substring,"Substring match: found 'copy services manager' in 'ibm copy services manager', version='6.3.x'"
Netezza as a Service,nan,Netezza as a Service,blue,no_match,Empty or null version
Business Automation Manager Open Editions,9.4.0,Business Automation Manager Open Editions,green,wildcard,Wildcard match: version '9.4.0' matches pattern '9.x' in 'ibm business automation manager open editions'
FlashSystem 5100,8.5,FlashSystem 5100,green,substring,"Substring match: found 'flashsystem 5100' in 'ibm spectrum virtualize software for flashsystem 5100', version='8.5.0'"
Cloud Pak for Security,1.11.6.0,Cloud Pak for Security,green,substring,"Substring match: found 'cloud pak for security' in 'ibm cloud pak for security', version='1.11.x'"
Data Virtualization Manager,2.1,Data Virtualization Manager,green,substring,"Substring match: found 'data virtualization manager' in 'ibm data virtualization manager for z/os', version='2.1'"
"Db2 Linux, Unix and Windows",11.1,"Db2 Linux, Unix and Windows",blue,no_match,"No match found for product 'Db2 Linux, Unix and Windows' (mapped from 'Db2 Linux, Unix and Windows'), version '11.1'"
DataStax Enterprise,6.8.22,DataStax Enterprise,green,wildcard,Wildcard match: version '6.8.22' matches pattern '6.x' in 'ibm datastax enterprise'
WebSphere Liberty,24.0,WebSphere Liberty,blue,no_match,"No match found for product 'WebSphere Liberty' (mapped from 'WebSphere Liberty'), version '24.0'"
ThinkSystem SR V2 Series Server,nan,ThinkSystem SR V2 Series Server,blue,no_match,Empty or null version
Aspera,2.3.0,Aspera,blue,no_match,"No match found for product 'Aspera' (mapped from 'Aspera'), version '2.3.0'"
Wyse Thin Client,nan,Wyse Thin Client,blue,no_match,Empty or null version
Watson Discovery,nan,Watson Discovery,blue,no_match,Empty or null version
Workload Automation,10.2 on-prem,Workload Automation,blue,no_match,"No match found for product 'Workload Automation' (mapped from 'Workload Automation'), version '10.2 on-prem'"
Integrated Analytics Systems,1.0.31.0,Integrated Analytics Systems,blue,no_match,"No match found for product 'Integrated Analytics Systems' (mapped from 'Integrated Analytics Systems'), version '1.0.31.0'"
TS3200 Tape Library,nan,TS3200 Tape Library,blue,no_match,Empty or null version
FileNet Content Manager,5.5.8.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.5.x'"
Cloud Pak for Data System,1.0.9.1,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
Cloud Pak for Data System,1.0.8.4,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
Power System L1022 Server,nan,Power System L1022 Server,blue,no_match,Empty or null version
Planning Analytics Local,2.0.9,Planning Analytics Local,red,major.minor,Major.minor match: '2.0.9' matches '2.0.0 - 2.0.7' in 'ibm planning analytics local'
Enterprise Data Platform,nan,Enterprise Data Platform,blue,no_match,Empty or null version
Spectrum Control,5.4.12.1,Spectrum Control,green,substring,"Substring match: found 'spectrum control' in 'ibm spectrum control', version='5.4.x'"
Database,nan,Database,blue,no_match,Empty or null version
Power System E850C Server,nan,Power System E850C Server,blue,no_match,Empty or null version
Rational Licensing,9.0.x,Rational License Key Server,blue,no_match,"No match found for product 'Rational License Key Server' (mapped from 'Rational Licensing'), version '9.0.x'"
Cloud Object Storage,3.19.0.40,Cloud Object Storage,blue,no_match,"No match found for product 'Cloud Object Storage' (mapped from 'Cloud Object Storage'), version '3.19.0.40'"
Storwize V5000,8.2,Storwize V5000,blue,no_match,"No match found for product 'Storwize V5000' (mapped from 'Storwize V5000'), version '8.2'"
Business Automation Manager Open Editions,9.3.1,Business Automation Manager Open Editions,green,wildcard,Wildcard match: version '9.3.1' matches pattern '9.x' in 'ibm business automation manager open editions'
SevOne Network Performance Management,7.2.7,SevOne Network Performance Management,green,major.minor,Major.minor match: '7.2.7' matches '7.2' in 'ibm sevone network performance management'
Storwize V5000e,nan,Storwize V5000e,blue,no_match,Empty or null version
eCare: MyIBM,nan,eCare: MyIBM,blue,no_match,Empty or null version
FileNet Content Manager,5.5.4.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.5.x'"
RCW Series Coin Recyclers,nan,RCW Series Coin Recyclers,blue,no_match,Empty or null version
Concert,2.3.1,Concert,blue,no_match,"No match found for product 'Concert' (mapped from 'Concert'), version '2.3.1'"
MQ,9.2,IBM MQ,green,exact,"Exact match: product='ibm mq', version='9.2.x'"
Self Checkout Kiosk,nan,Self Checkout Kiosk,blue,no_match,Empty or null version
API Connect Cloud Service,nan,API Connect Cloud Service,blue,no_match,Empty or null version
Z NetView,6.4.0,Z NetView,green,substring,"Substring match: found 'z netview' in 'ibm z netview', version='6.4.x'"
Tape Drives Collection,nan,Tape Drives Collection,blue,no_match,Empty or null version
LinuxONE III,nan,LinuxONE III,blue,no_match,Empty or null version
Handheld Scanner,nan,Handheld Scanner,blue,no_match,Empty or null version
Db2 for z/OS,11 (EOS),Db2 for z/OS,blue,no_match,"No match found for product 'Db2 for z/OS' (mapped from 'Db2 for z/OS'), version '11'"
SAGA Series Point of Sale Displays,nan,SAGA Series Point of Sale Displays,blue,no_match,Empty or null version
Pinpad Point of Sale Terminals,nan,Pinpad Point of Sale Terminals,blue,no_match,Empty or null version
z/VM,7.4.0,z/VM,green,exact,"Exact match: product='z/vm', version='7.4.x'"
PowerVM / VIOS,4.1.0.0,PowerVM,green,exact,"Exact match: product='powervm', version='4.1.0'"
Engineering Lifecycle Management Base SaaS,7.1.0,Engineering Lifecycle Management Base SaaS,blue,no_match,"No match found for product 'Engineering Lifecycle Management Base SaaS' (mapped from 'Engineering Lifecycle Management Base SaaS'), version '7.1.0'"
UCS Series,nan,UCS Series,blue,no_match,Empty or null version
Storage Protect,8.1.24.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Storwize V5000,8.3,Storwize V5000,blue,no_match,"No match found for product 'Storwize V5000' (mapped from 'Storwize V5000'), version '8.3'"
Cloud Pak for Applications,5.3.x,Cloud Pak for Applications,green,substring,"Substring match: found 'cloud pak for applications' in 'ibm cloud pak for applications', version='5.3.x'"
PowerVM / VIOS,4.1.0.10,PowerVM,green,major.minor,Major.minor match: '4.1.0.10' matches '4.1.0' in 'powervm'
Guardium Data Encryption,5.0,Guardium Data Encryption,orange,substring,"Substring match: found 'guardium data encryption' in 'ibm guardium data encryption', version='5.0.x'"
Discovery SG Series Scanners,nan,Discovery SG Series Scanners,blue,no_match,Empty or null version
Lenovo Server,nan,Lenovo Server,blue,no_match,Empty or null version
QRadar SIEM,7.5.0.4,IBM Security QRadar SIEM,green,exact,"Exact match: product='ibm security qradar siem', version='7.5.x'"
Spectrum Control,5.4.10.1,Spectrum Control,green,substring,"Substring match: found 'spectrum control' in 'ibm spectrum control', version='5.4.x'"
BIG-IP,nan,BIG-IP,blue,no_match,Empty or null version
HashiCorp Boundary Self-Managed,0.21.1,HashiCorp Boundary Self-Managed,blue,no_match,"No match found for product 'HashiCorp Boundary Self-Managed' (mapped from 'HashiCorp Boundary Self-Managed'), version '0.21.1'"
PowerHA SystemMirror,7.2.5,PowerHA SystemMirror Standard Edition for AIX,green,exact,"Exact match: product='powerha systemmirror standard edition for aix', version='7.2.x'"
Synergy Series Compute Modules,nan,Synergy Series Compute Modules,blue,no_match,Empty or null version
