Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
Planning Analytics Local,2.1.4,Planning Analytics Local,green,substring,"Substring match: found 'planning analytics local' in 'ibm planning analytics local', version='2.1.x'"
Db2 Warehouse Private (dashDB local),nan,Db2 Warehouse Private (dashDB local),blue,no_match,Empty or null version
Financial Transaction Manager,4.0.5.1,Financial Transaction Manager,green,substring,"Substring match: found 'financial transaction manager' in 'ibm financial transaction manager', version='4.0.x'"
Cloudera Data Platform Private Cloud,7.1.7 SP1,Cloudera Data Platform Private Cloud,red,major.minor,Major.minor match: '7.1.7 sp1' matches '7.1.1' in 'cloudera data platform private cloud base with ibm'
DevOps Test UI,10.2.0,DevOps Test UI,blue,no_match,"No match found for product 'DevOps Test UI' (mapped from 'DevOps Test UI'), version '10.2.0'"
DevOps Test Embedded,9.0.0.2,DevOps Test Embedded,green,substring,"Substring match: found 'devops test embedded' in 'ibm devops test embedded', version='9.0.x'"
DataStax Enterprise,6.8.60,DataStax Enterprise,green,wildcard,Wildcard match: version '6.8.60' matches pattern '6.x' in 'ibm datastax enterprise'
SPSS Modeler,18.4.0.0,IBM SPSS Modeler,green,exact,"Exact match: product='ibm spss modeler', version='18.4.x'"
Automation Decision Services,25.0.1,Automation Decision Services,green,substring,"Substring match: found 'automation decision services' in 'ibm automation decision services', version='25.0.x'"
Storage Fusion Data Foundation,nan,Storage Fusion Data Foundation,blue,no_match,Empty or null version
ThinkSystem Series Enclosure,nan,ThinkSystem Series Enclosure,blue,no_match,Empty or null version
SevOne Network Performance Management,6.8.0,SevOne Network Performance Management,orange,substring,"Substring match: found 'sevone network performance management' in 'ibm sevone network performance management', version='6.8'"
Enterprise Tablets,nan,Enterprise Tablets,blue,no_match,Empty or null version
StorageWorks MSA Series Disk Arrays,nan,StorageWorks MSA Series Disk Arrays,blue,no_match,Empty or null version
Sterling Store,nan,Sterling Store,blue,no_match,Empty or null version
DataStax Enterprise,6.9.16,DataStax Enterprise,green,wildcard,Wildcard match: version '6.9.16' matches pattern '6.x' in 'ibm datastax enterprise'
Rational ClearQuest,9.0.2.x,Rational ClearQuest,orange,major.minor,Major.minor match: '9.0.2.x' matches '9.0.x' in 'rational clearquest'
QRadar Appliance Hardware,7.5.0.15,QRadar Appliance Hardware,blue,no_match,"No match found for product 'QRadar Appliance Hardware' (mapped from 'QRadar Appliance Hardware'), version '7.5.0.15'"
OpenPages on Cloud,9.2.0,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.2.0'"
Spectrum LSF Process Manager,nan,Spectrum LSF Process Manager,blue,no_match,Empty or null version
Automatic Data Lineage,nan,Automatic Data Lineage,blue,no_match,Empty or null version
Tivoli System Automation for MultiPlatforms,4.1.1.1,Tivoli System Automation for MultiPlatforms,green,exact,"Exact match: product='tivoli system automation for multiplatforms', version='4.1.x'"
Security Verify Directory Integrator,11.0.0,Security Verify Directory Integrator,blue,no_match,"No match found for product 'Security Verify Directory Integrator' (mapped from 'Security Verify Directory Integrator'), version '11.0.0'"
CICS Transaction Gateway,9.3,CICS Transaction Gateway,green,substring,"Substring match: found 'cics transaction gateway' in 'cics transaction gateway for z/os', version='9.3.0'"
Fiber Service Platform FSP 3000,nan,Fiber Service Platform FSP 3000,blue,no_match,Empty or null version
Cloud Pak for Data System,1.0.8.0-IF2,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
CICS Interdependency Analyzer,nan,CICS Interdependency Analyzer,blue,no_match,Empty or null version
ThinkVision,nan,ThinkVision,blue,no_match,Empty or null version
Terracotta,10.15,Terracotta,blue,no_match,"No match found for product 'Terracotta' (mapped from 'Terracotta'), version '10.15'"
IMS,15.6,IMS,blue,no_match,"No match found for product 'IMS' (mapped from 'IMS'), version '15.6'"
MQ HPE NonStop,8.1.X,MQ HPE NonStop,blue,no_match,"No match found for product 'MQ HPE NonStop' (mapped from 'MQ HPE NonStop'), version '8.1.x'"
Engineering Lifecycle Management Base,7.0.3,Engineering Lifecycle Management Base,red,major.minor,Major.minor match: '7.0.3' matches '7.0.0' in 'ibm engineering lifecycle management base'
Power Platform Family,nan,Power Platform Family,blue,no_match,Empty or null version
DNS Appliance,nan,DNS Appliance,blue,no_match,Empty or null version
Planning Analytics Local,3.1.5,Planning Analytics Local,blue,no_match,"No match found for product 'Planning Analytics Local' (mapped from 'Planning Analytics Local'), version '3.1.5'"
Storage Protect Plus,10.1.1.6,Storage Protect Plus,green,substring,"Substring match: found 'storage protect plus' in 'ibm storage protect plus', version='10.1.x'"
Cognos Analytics,11.0.9,IBM Cognos Analytics,red,exact,"Exact match: product='ibm cognos analytics', version='11.0.x'"
SingleStore with IBM,nan,SingleStore with IBM,blue,no_match,Empty or null version
Sterling Connect Direct,C:D UNIX 6.2,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d unix 6.2'"
License Metric Tool,9.2.39,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
QRadar Applications,7.5.0.15,QRadar Applications,blue,no_match,"No match found for product 'QRadar Applications' (mapped from 'QRadar Applications'), version '7.5.0.15'"
Red Hat OpenShift Container Platform,4.x,Red Hat OpenShift Container Platform,blue,no_match,"No match found for product 'Red Hat OpenShift Container Platform' (mapped from 'Red Hat OpenShift Container Platform'), version '4.x'"
DataAI Upgrade SWAT,nan,DataAI Upgrade SWAT,blue,no_match,Empty or null version
Noname Advanced API Security,nan,Noname Advanced API Security,blue,no_match,Empty or null version
TS2250 Tape Drive,nan,TS2250 Tape Drive,blue,no_match,Empty or null version
Rational Licensing,8.0.0.22,Rational License Key Server,blue,no_match,"No match found for product 'Rational License Key Server' (mapped from 'Rational Licensing'), version '8.0.0.22'"
webMethods B2B,11.1,webMethods B2B,green,substring,"Substring match: found 'webmethods b2b' in 'ibm webmethods b2b', version='11.1.x'"
FlashSystem 7200,9.1,FlashSystem 7200,blue,no_match,"No match found for product 'FlashSystem 7200' (mapped from 'FlashSystem 7200'), version '9.1'"
TRIRIGA Applications,11.2.0,TRIRIGA Applications,blue,no_match,"No match found for product 'TRIRIGA Applications' (mapped from 'TRIRIGA Applications'), version '11.2.0'"
Semeru Runtimes for z/OS,Semeru Java 25 64-bit,Semeru Runtimes for z/OS,blue,no_match,"No match found for product 'Semeru Runtimes for z/OS' (mapped from 'Semeru Runtimes for z/OS'), version 'semeru java 25 64-bit'"
License Metric Tool,9.2.2,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
QRadar Applications,7.5.0.10,QRadar Applications,blue,no_match,"No match found for product 'QRadar Applications' (mapped from 'QRadar Applications'), version '7.5.0.10'"
Content Assistant,nan,Content Assistant,blue,no_match,Empty or null version
SevOne Network Performance Management,8.0.3,SevOne Network Performance Management,green,wildcard,Wildcard match: version '8.0.3' matches pattern '8.x' in 'ibm sevone network performance management'
Storage Protect Plus,v10.1.17-1,Storage Protect Plus,green,wildcard,Wildcard match: version 'v10.1.17-1' matches pattern '10.1.x' in 'ibm storage protect plus'
Informix Dynamic Server,IDS 12.10.xC7,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 12.10.xc7'"
SPSS Statistics,29.0.2.0,IBM SPSS Statistics,green,exact,"Exact match: product='ibm spss statistics', version='29.0.x'"
Informix Tools and Connectivity,CSDK/JDBC 4.50.xC13,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Tools and Connectivity'), version 'csdk/jdbc 4.50.xc13'"
TRIRIGA Applications,11.5.X,TRIRIGA Applications,blue,no_match,"No match found for product 'TRIRIGA Applications' (mapped from 'TRIRIGA Applications'), version '11.5.x'"
DataStax Enterprise,6.8.23,DataStax Enterprise,green,wildcard,Wildcard match: version '6.8.23' matches pattern '6.x' in 'ibm datastax enterprise'
DataStax Enterprise,5.1.2,DataStax Enterprise,green,major.minor,Major.minor match: '5.1.2' matches '5.1' in 'ibm datastax enterprise'
Text to Speech for Cloud,nan,Text to Speech for Cloud,blue,no_match,Empty or null version
SevOne Network Performance Management,7.2.6,SevOne Network Performance Management,green,major.minor,Major.minor match: '7.2.6' matches '7.2' in 'ibm sevone network performance management'
Storage Defender as a Service,nan,Storage Defender as a Service,blue,no_match,Empty or null version
Cloud Pak for Security,1.10.30.0,Cloud Pak for Security,red,substring,"Substring match: found 'cloud pak for security' in 'ibm cloud pak for security', version='1.10.x'"
SevOne Network Performance Management,8.0.4,SevOne Network Performance Management,green,wildcard,Wildcard match: version '8.0.4' matches pattern '8.x' in 'ibm sevone network performance management'
Big SQL,7.1.0.0,IBM Db2 Big SQL,green,exact,"Exact match: product='ibm db2 big sql', version='7.1.x'"
Sterling Gentran Director,5.5.0,Sterling Gentran Director,blue,no_match,"No match found for product 'Sterling Gentran Director' (mapped from 'Sterling Gentran Director'), version '5.5.0'"
License Metric Tool,9.2.31,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
Informix Dynamic Server,IDS 14.10.xC11W1,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc11w1'"
Operations Analytics (Log Analysis/Predictive Insights),1.3.7,Operations Analytics (Log Analysis/Predictive Insights),blue,no_match,"No match found for product 'Operations Analytics (Log Analysis/Predictive Insights)' (mapped from 'Operations Analytics (Log Analysis/Predictive Insights)'), version '1.3.7'"
Verify Identity Access,V.10.0.6,Verify Identity Access,blue,no_match,"No match found for product 'Verify Identity Access' (mapped from 'Verify Identity Access'), version 'v.10.0.6'"
DevOps Test Performance,11.0.8,DevOps Test Performance,green,substring,"Substring match: found 'devops test performance' in 'ibm devops test performance', version='11.0.x'"
Turbonomic On-Premises,8.16.x,Turbonomic On-Premises,blue,no_match,"No match found for product 'Turbonomic On-Premises' (mapped from 'Turbonomic On-Premises'), version '8.16.x'"
Content Manager OnDemand on Cloud,nan,Content Manager OnDemand on Cloud,blue,no_match,Empty or null version
Cloud Pak for Data,5.1.2,Cloud Pak for Data,green,wildcard,Wildcard match: version '5.1.2' matches pattern '5.x.x' in 'ibm cloud pak for data'
Vault Self-Managed,1.21.1,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.21.1'"
QRadar SOAR,51.0.8.2,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
Informix Dynamic Server,IDS 12.10.xC10,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 12.10.xc10'"
EDB Enterprise Postgres,16,EDB Enterprise Postgres,blue,no_match,"No match found for product 'EDB Enterprise Postgres' (mapped from 'EDB Enterprise Postgres'), version '16'"
z15 GT2,nan,z15 GT2,blue,no_match,Empty or null version
Cloud Pak for Integration,2023.4.1,Cloud Pak for Integration,green,substring,"Substring match: found 'cloud pak for integration' in 'ibm cloud pak for integration', version='2023.4.1'"
Sterling Control Center,6.3.1.0,Sterling Control Center,green,substring,"Substring match: found 'sterling control center' in 'ibm sterling control center monitor', version='6.3.1'"
FileNet Content Manager,5.5.10.0,FileNet Content Manager,green,substring,"Substring match: found 'filenet content manager' in 'ibm filenet content manager', version='5.5.x'"
Sterling Connect Direct,C:D Windows 6.2,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d windows 6.2'"
Content Navigator and Content Navigator Mobile App,3.0.7,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.0.7'"
SevOne Network Performance Management,6.8.3,SevOne Network Performance Management,orange,major.minor,Major.minor match: '6.8.3' matches '6.8' in 'ibm sevone network performance management'
QRadar SIEM SaaS,7.5.0.7,QRadar SIEM SaaS,blue,no_match,"No match found for product 'QRadar SIEM SaaS' (mapped from 'QRadar SIEM SaaS'), version '7.5.0.7'"
Infoprint Transforms,nan,Infoprint Transforms,blue,no_match,Empty or null version
Advanced Catalog Management for z/OS,2.6.0,Advanced Catalog Management for z/OS,green,substring,"Substring match: found 'advanced catalog management for z/os' in 'tivoli advanced catalog management for z/os', version='2.6.x'"
Cognos Command Center,10.2.5,Cognos Command Center,green,exact,"Exact match: product='cognos command center', version='10.2.x'"
Copy Services Manager,6.3.11.0,Copy Services Manager,green,substring,"Substring match: found 'copy services manager' in 'ibm copy services manager', version='6.3.x'"
Spectrum LSF License Scheduler,nan,Spectrum LSF License Scheduler,blue,no_match,Empty or null version
Sterling Business Transaction Intelligence,nan,Sterling Business Transaction Intelligence,blue,no_match,Empty or null version
Test King Friday Product,2.0,Test King Friday Product,blue,no_match,"No match found for product 'Test King Friday Product' (mapped from 'Test King Friday Product'), version '2.0'"
Cloud Object Storage,3.19.0.57,Cloud Object Storage,blue,no_match,"No match found for product 'Cloud Object Storage' (mapped from 'Cloud Object Storage'), version '3.19.0.57'"
OpenPages,9.1.0,OpenPages,green,substring,"Substring match: found 'openpages' in 'ibm openpages', version='9.1.x'"
MQ,7.5,IBM MQ,blue,no_match,"No match found for product 'IBM MQ' (mapped from 'MQ'), version '7.5'"
Professional Services - Software Defined Networking,nan,Professional Services - Software Defined Networking,blue,no_match,Empty or null version
Simatic Controller,nan,Simatic Controller,blue,no_match,Empty or null version
DataStax Enterprise,5.1.17,DataStax Enterprise,green,major.minor,Major.minor match: '5.1.17' matches '5.1' in 'ibm datastax enterprise'
App Connect Enterprise,13.0.3,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='13.0.x'"
WiS TEST Product SPSS,nan,WiS TEST Product SPSS,blue,no_match,Empty or null version
Db2 High Performance Unload for z/OS,6.1,Db2 High Performance Unload for z/OS,green,substring,"Substring match: found 'db2 high performance unload for z/os' in 'ibm db2 high performance unload for z/os', version='6.1.0'"
Vault Self-Managed,1.10.5,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.10.5'"
Vault Self-Managed,1.17.7,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.17.7'"
Salesforce External Support,nan,Salesforce External Support,blue,no_match,Empty or null version
Power USB HUB,nan,Power USB HUB,blue,no_match,Empty or null version
Vault Self-Managed,1.19.2,Vault Self-Managed,green,substring,"Substring match: found 'vault self-managed' in 'ibm vault self-managed', version='1.19.x'"
Storage Protect,8.1.15.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Vault Self-Managed,1.12.1,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.12.1'"
Cloud Pak for AIOps,4.13.1,Cloud Pak for AIOps,green,wildcard,Wildcard match: version '4.13.1' matches pattern '4.x' in 'ibm cloud pak for aiops'
Netcool Operations Insights,1.6.11,Netcool Operations Insights,blue,no_match,"No match found for product 'Netcool Operations Insights' (mapped from 'Netcool Operations Insights'), version '1.6.11'"
Maximo Application Suite,8.10.0,Maximo Application Suite,blue,no_match,"No match found for product 'Maximo Application Suite' (mapped from 'Maximo Application Suite'), version '8.10.0'"
Sterling Inventory Visibility,nan,Sterling Inventory Visibility,blue,no_match,Empty or null version
COBOL,"Enterprise COBOL for z/OS, V6.4",COBOL,blue,no_match,"No match found for product 'COBOL' (mapped from 'COBOL'), version 'enterprise cobol for z/os, v6.4'"
Z Performance and Capacity Analytics,3.1.0,Z Performance and Capacity Analytics,green,substring,"Substring match: found 'z performance and capacity analytics' in 'ibm z performance and capacity analytics', version='3.1.x'"
CICS Transaction Gateway,10.1,CICS Transaction Gateway,green,substring,"Substring match: found 'cics transaction gateway' in 'cics transaction gateway for z/os', version='10.1.0'"
Hardware Management Console Application,V9 R1 Physical Appliance Only,Hardware Management Console Application,blue,no_match,"No match found for product 'Hardware Management Console Application' (mapped from 'Hardware Management Console Application'), version 'v9 r1 physical appliance only'"
Maximo Spatial Asset Management,7.6.1,Maximo Spatial Asset Management,green,exact,"Exact match: product='maximo spatial asset management', version='7.6.1'"
HWD2-Test-Product-PROD1,2.134,HWD2-Test-Product-PROD1,blue,no_match,"No match found for product 'HWD2-Test-Product-PROD1' (mapped from 'HWD2-Test-Product-PROD1'), version '2.134'"
QRadar Appliance Hardware,7.5.0.10,QRadar Appliance Hardware,blue,no_match,"No match found for product 'QRadar Appliance Hardware' (mapped from 'QRadar Appliance Hardware'), version '7.5.0.10'"
Storage Protect,8.2.1.0,Storage Protect,green,major.minor,Major.minor match: '8.2.1.0' matches '8.2.0' in 'ibm storage protect'
Terraform Self-Managed,202503-1,Terraform Self-Managed,green,wildcard,Wildcard match: version '202503-1' matches pattern '2.x.x' in 'ibm terraform self-managed'
WebSphere Service Registry and Repository,WSRR 8.5,WebSphere Service Registry and Repository,blue,no_match,"No match found for product 'WebSphere Service Registry and Repository' (mapped from 'WebSphere Service Registry and Repository'), version 'wsrr 8.5'"
PowerVM for NovaLink,4.1.1.0,PowerVM for NovaLink,blue,no_match,"No match found for product 'PowerVM for NovaLink' (mapped from 'PowerVM for NovaLink'), version '4.1.1.0'"
Storage Protect,8.2.1.000,Storage Protect,green,major.minor,Major.minor match: '8.2.1.000' matches '8.2.0' in 'ibm storage protect'
IBM i,7.2 [EOS 30 April 2021 Need Service Extension],IBM i,blue,no_match,"No match found for product 'IBM i' (mapped from 'IBM i'), version '7.2 [eos 30 april 2021 need service extension]'"
Cloud Object Storage,3.19.3.87fips,Cloud Object Storage,blue,no_match,"No match found for product 'Cloud Object Storage' (mapped from 'Cloud Object Storage'), version '3.19.3.87fips'"
QRadar SOAR,51.0.3.2,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
Cognos Analytics,11.1.7,IBM Cognos Analytics,green,exact,"Exact match: product='ibm cognos analytics', version='11.1.x'"
WebSphere Application Server,9.0.5 Solaris [EOS 30-Sep-2022],WebSphere Application Server,green,exact,"Exact match: product='websphere application server', version='9.0.x'"
VM Recovery Manager,1.8.0,VM Recovery Manager,green,substring,"Substring match: found 'vm recovery manager' in 'ibm vm recovery manager dr for power systems', version='1.8.0'"
Engineering Lifecycle Management Suite,7.0.2,Engineering Lifecycle Management Suite,green,substring,"Substring match: found 'engineering lifecycle management suite' in 'ibm engineering lifecycle management suite', version='7.0.2'"
Z Crypto Discovery and Inventory,1.1.0,Z Crypto Discovery and Inventory,green,substring,"Substring match: found 'z crypto discovery and inventory' in 'ibm z crypto discovery and inventory', version='1.1.0'"
Output Manager for z/OS,3.1.0,Output Manager for z/OS,green,substring,"Substring match: found 'output manager for z/os' in 'ibm tivoli output manager for z/os', version='3.1'"
License Metric Tool,9.2.29,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
DataStax Enterprise,6.8.15,DataStax Enterprise,green,wildcard,Wildcard match: version '6.8.15' matches pattern '6.x' in 'ibm datastax enterprise'
Sterling Webforms,nan,Sterling Webforms,blue,no_match,Empty or null version
IBM Support for Box,nan,IBM Support for Box,blue,no_match,Empty or null version
WebSphere Extreme Scale,8.6.1,WebSphere Extreme Scale,green,exact,"Exact match: product='websphere extreme scale', version='8.6.x'"
FileNet Image Services,4.1.2,FileNet Image Services,green,exact,"Exact match: product='filenet image services', version='4.1.x'"
Aspera,3.4.1,Aspera,blue,no_match,"No match found for product 'Aspera' (mapped from 'Aspera'), version '3.4.1'"
Classic Data Replication,nan,Classic Data Replication,blue,no_match,Empty or null version
On Demand Consulting for Analytics,nan,On Demand Consulting for Analytics,blue,no_match,Empty or null version
QRadar Appliance Hardware,7.5.0.14,QRadar Appliance Hardware,blue,no_match,"No match found for product 'QRadar Appliance Hardware' (mapped from 'QRadar Appliance Hardware'), version '7.5.0.14'"
Safer Payments,6.5.0,Safer Payments,green,substring,"Substring match: found 'safer payments' in 'ibm safer payments', version='6.5.x'"
Consul Self-Managed,1.21.6+ent,Consul Self-Managed,blue,no_match,"No match found for product 'Consul Self-Managed' (mapped from 'Consul Self-Managed'), version '1.21.6+ent'"
Content Navigator and Content Navigator Mobile App,3.0.10,Content Navigator and Content Navigator Mobile App,blue,no_match,"No match found for product 'Content Navigator and Content Navigator Mobile App' (mapped from 'Content Navigator and Content Navigator Mobile App'), version '3.0.10'"
WebSphere Application Server for z/OS,8.5.x,WebSphere Application Server for z/OS,green,exact,"Exact match: product='websphere application server for z/os', version='8.5.x'"
Watson Explorer,12.0.3.21,Watson Explorer,red,major.minor,Major.minor match: '12.0.3.21' matches '12.0.0 - 12.0.2' in 'ibm watson explorer'
Implementation & Migrations Project Services,nan,Implementation & Migrations Project Services,blue,no_match,Empty or null version
Aspera,4.2.1,Aspera,red,substring,"Substring match: found 'aspera' in 'aspera', version='4.2.x'"
Apache Cassandra,4.1.4,Apache Cassandra,blue,no_match,"No match found for product 'Apache Cassandra' (mapped from 'Apache Cassandra'), version '4.1.4'"
Cloud Pak for Data System,1.0.7.8-IF2,Cloud Pak for Data System,red,substring,"Substring match: found 'cloud pak for data system' in 'ibm cloud pak for data system for federal and finance', version='1.0.x'"
Storage Scale System Software,6.0.0,Storage Scale System Software,green,substring,"Substring match: found 'storage scale system software' in 'ibm storage scale system software data access edition', version='6.0.0'"
Site Relocation Project Services,nan,Site Relocation Project Services,blue,no_match,Empty or null version
Engineering Lifecycle Management Extended SaaS,7.1.0,Engineering Lifecycle Management Extended SaaS,blue,no_match,"No match found for product 'Engineering Lifecycle Management Extended SaaS' (mapped from 'Engineering Lifecycle Management Extended SaaS'), version '7.1.0'"
Planning Analytics Local,2.1.7,Planning Analytics Local,green,substring,"Substring match: found 'planning analytics local' in 'ibm planning analytics local', version='2.1.x'"
Aspera,3.4.2,Aspera,blue,no_match,"No match found for product 'Aspera' (mapped from 'Aspera'), version '3.4.2'"
IBM Migration Utility,5.1.0,IBM Migration Utility,green,substring,"Substring match: found 'ibm migration utility' in 'ibm migration utility for z/os', version='5.1.x'"
App Connect Enterprise,10.0.0,App Connect Enterprise,blue,no_match,"No match found for product 'App Connect Enterprise' (mapped from 'App Connect Enterprise'), version '10.0.0'"
Appliance Control Center for IBM Z & IBM LinuxONE,1.2.0,Appliance Control Center for IBM Z & IBM LinuxONE,green,exact,"Exact match: product='appliance control center for ibm z & ibm linuxone', version='1.2.0'"
License Metric Tool,9.2.16,License Metric Tool,green,substring,"Substring match: found 'license metric tool' in 'ibm license metric tool', version='9.2.x'"
Consul Self-Managed,1.21.8+ent,Consul Self-Managed,blue,no_match,"No match found for product 'Consul Self-Managed' (mapped from 'Consul Self-Managed'), version '1.21.8+ent'"
SUN ZFS,nan,SUN ZFS,blue,no_match,Empty or null version
Application Discovery and Delivery Intelligence,6.1.3,Application Discovery and Delivery Intelligence,green,substring,"Substring match: found 'application discovery and delivery intelligence' in 'ibm application discovery and delivery intelligence for ibm z', version='6.1.x'"
Informix Dynamic Server,IDS 14.10.xC12W5,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc12w5'"
Financial Transaction Manager for z/OS,nan,Financial Transaction Manager for z/OS,blue,no_match,Empty or null version
Rational Build Forge,8.0.x,Rational Build Forge,green,major.minor,Major.minor match: '8.0.x' matches '8.0.0' in 'rational build forge'
Engineering Lifecycle Optimization Publishing,7.2.0,Engineering Lifecycle Optimization Publishing,blue,no_match,"No match found for product 'Engineering Lifecycle Optimization Publishing' (mapped from 'Engineering Lifecycle Optimization Publishing'), version '7.2.0'"
LinuxONE Emperor II,nan,LinuxONE Emperor II,blue,no_match,Empty or null version
Spectrum Control,5.4.13.1,Spectrum Control,green,substring,"Substring match: found 'spectrum control' in 'ibm spectrum control', version='5.4.x'"
Expert Essentials for Security,nan,Expert Essentials for Security,blue,no_match,Empty or null version
Power System 570 Server,nan,Power System 570 Server,blue,no_match,Empty or null version
ARCAD,nan,ARCAD,blue,no_match,Empty or null version
PowerHA SystemMirror,7.2.3,PowerHA SystemMirror Standard Edition for AIX,green,exact,"Exact match: product='powerha systemmirror standard edition for aix', version='7.2.x'"
Vault Self-Managed,1.20.1,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.20.1'"
App Connect Enterprise,12.0.3,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='12.0.x'"
webMethods Business Process Management,10.11,webMethods Business Process Management,blue,no_match,"No match found for product 'webMethods Business Process Management' (mapped from 'webMethods Business Process Management'), version '10.11'"
Reliable Scalable Cluster Technology (RSCT),7.2,Reliable Scalable Cluster Technology (RSCT),blue,no_match,"No match found for product 'Reliable Scalable Cluster Technology (RSCT)' (mapped from 'Reliable Scalable Cluster Technology (RSCT)'), version '7.2'"
SevOne Network Performance Management,6.8.8,SevOne Network Performance Management,orange,major.minor,Major.minor match: '6.8.8' matches '6.8' in 'ibm sevone network performance management'
z/OS,1.13.0 (EOS),z/OS,red,exact,"Exact match: product='z/os', version='1.13.x'"
Sterling Connect Express for z/OS,nan,Sterling Connect Express for z/OS,blue,no_match,Empty or null version
Security Verify Privilege Vault,12.0.22,Security Verify Privilege Vault,green,substring,"Substring match: found 'security verify privilege vault' in 'ibm security verify privilege vault', version='12.0.22'"
Security Verify Privilege Server Suite,2022.1,Security Verify Privilege Server Suite,blue,no_match,"No match found for product 'Security Verify Privilege Server Suite' (mapped from 'Security Verify Privilege Server Suite'), version '2022.1'"
InfoSphere Information Server: Generic,11.7,InfoSphere Information Server: Generic,blue,no_match,"No match found for product 'InfoSphere Information Server: Generic' (mapped from 'InfoSphere Information Server: Generic'), version '11.7'"
FlashSystem 5100,Version Not Listed,FlashSystem 5100,blue,no_match,"No match found for product 'FlashSystem 5100' (mapped from 'FlashSystem 5100'), version 'version not listed'"
AIX on PowerVS,7.2,AIX on PowerVS,blue,no_match,"No match found for product 'AIX on PowerVS' (mapped from 'AIX on PowerVS'), version '7.2'"
Trusteer Pinpoint Assure,nan,Trusteer Pinpoint Assure,blue,no_match,Empty or null version
Netcool/OMNIbus,8.1.0.33,Netcool/OMNIbus,red,exact,"Exact match: product='netcool/omnibus', version='8.1.x'"
Configuration & Serviceable Actions Project Services,nan,Configuration & Serviceable Actions Project Services,blue,no_match,Empty or null version
Vault Self-Managed,1.18.13,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.18.13'"
QRadar SOAR,51.0.5.2,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
App Connect Enterprise,12.0.9,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='12.0.x'"
WebSphere Liberty Core,21.x Liberty,WebSphere Application Server Liberty Core,blue,no_match,"No match found for product 'WebSphere Application Server Liberty Core' (mapped from 'WebSphere Liberty Core'), version '21.x liberty'"
Power System L922 Server,nan,Power System L922 Server,blue,no_match,Empty or null version
